SMILE	Compound_IDs	Class
NC1=CC=C(C2=NC(N3CCOCC3)=NC(N3CCN(C(=O)C4=CC(CC5=NNC(=O)C6=CC=CC=C56)=CC=C4F)CC3)=N2)C(F)=C1	CHEMBL4436980, 50520031	1
NC1=CC=C(C2=NC(N3CCOCC3)=NC(N3CCN(C(=O)C4=CC(CC5=NNC(=O)C6=CC=CC=C56)=CC=C4F)CC3)=N2)C=C1	CHEMBL4438927, 50520027	1
NC1=CC=C(C2=NC(N3CCOCC3)=NC(N3CCN(C(=O)C4=CC(CC5=NNC(=O)C6=CC=CC=C56)=CC=C4F)CC3)=N2)C=C1F	CHEMBL4571423, 50520042	1
NC1=CC=C(C2=NC(N3CCOCC3)=NC(N3CCN(C(=O)C4=CC(CC5=NNC(=O)C6=CC=CC=C56)=CC=C4F)CC3)=N2)C=N1	CHEMBL4551779, 50520032	1
NC1=CC=C(C2=NC3=C(CCN(C(=O)C4=CC(CC5=NNC(=O)C6=CC=CC=C56)=CC=C4F)C3)C(N3CCOCC3)=N2)C=N1	CHEMBL4551630, 50520028	1
NC1=CC=C(C2=NC3=C4C(=CC=CC4=N2)C(=O)NN3)C=C1	CHEMBL3422684, 50082298	0
NC1=CC=C(F)C=C1NC(=O)C1CCN(C(=O)C2=CC(CC3=NNC(=O)C4=CC=CC=C34)=CC=C2F)CC1	CHEMBL4642383, 50545151	1
NC1=CC=C(S(=O)(=O)N2CCCN(CC3=NC4=C5C(=CC=CC5=N3)C(=O)NN4)CC2)C=C1	CHEMBL3644610, 139682	1
NC1=CC=C(S(=O)(=O)N2CCN(CC3=NC4=C5C(=CC=CC5=N3)C(=O)NN4)CC2)C=C1	CHEMBL3644612, 139684	1
NC1=CC=C2C(=C1)CC1=C2NC(=O)C2=CC=CC=C12	27515, CHEMBL194155	1
NC1=CC=C2C(=C1)NC(=O)C1=CC(N)=CC=C12	50101109, CHEMBL47840	0
NC1=CC=C2C(=O)NC(=O)C3=C2C1=CC=C3	27498, CHEMBL338790	1
NC1=CC=C2CC3=C(NC(=O)C4=CC=CC=C34)C2=C1	27514, CHEMBL363363	0
NC1=CC=C2NC(=O)C3=CC=CC=C3C2=C1	CHEMBL225725, 50200497	0
NC1=CC=C2NC(=O)C3=CC=CC=C3C2=N1	50130571, CHEMBL106734	0
NC1=CC=C2NC=NC(=O)C2=C1	CHEMBL1949848	0
NC1=CC=C2OC(=O)C=CC2=C1I	27505	0
NC1=CC=CC(C2=C3CCNC(=O)C4=C3C(=CC=C4)N2)=C1	CHEMBL343263	1
NC1=CC=CC(C2=CC=C(C(=O)CNC(=O)CCN3C4=C(CSCC4)C(=O)NC3=O)C=C2)=C1	CHEMBL108702, 50120251	1
NC1=CC=CC(CC2=NNC(=O)C3=C2CCCC3)=C1	214028, CHEMBL3917407	0
NC1=CC=CC(CCC2=NNC(=O)C3=C2CCCC3)=C1	214197, CHEMBL3916861	0
NC1=CC=CC2=C1C=C(C1=CC=C(C(F)(F)F)C=C1)NC2=O	CHEMBL2414042, 50438605	0
NC1=CC=CC2=C1C=C(C1=CC=C(Cl)C=C1)NC2=O	CHEMBL2414046, 50438601	0
NC1=CC=CC2=C1C=C(C1=CC=CC=C1)NC2=O	CHEMBL2414043, 50438604	0
NC1=CC=CC2=C1C=C(C1=CC=CS1)NC2=O	CHEMBL2414047, 50438609	0
NC1=CC=CC2=C1C=C(CC1=CC=CC=C1)NC2=O	CHEMBL2414050, 50438607	0
NC1=CC=CC2=C1C=CN(CCC(=O)O)C2=O	CHEMBL1767066, 50341857	0
NC1=CC=CC2=C1C=CNC2=O	CHEMBL446240, 27503	0
NC1=CC=CC2=C1CCNC2=O	50306284, CHEMBL594759	0
NC1=CC=CC2=C1NC(=O)C1=CC=CC=C12	CHEMBL298064, 50101123	0
NC1=CC=CC2=C1NC=NC2=O	CHEMBL1949858, 50365150	0
NC1=CC=CC=C1NC(=O)C1CCN(C(=O)C2=CC(CC3=NNC(=O)C4=CC=CC=C34)=CC=C2F)CC1	CHEMBL4639985, 50545150	1
NC1=CC=CC=C1NC(=O)CCCCCNC(=O)C1=CC(CC2=NNC(=O)C3=CC=CC=C23)=CC=C1F	CHEMBL4636062, 50545149	1
NC1=CC=CN=C1N1CCN(C(=O)CNC(=O)CCN2C3=C(CSCC3)C(=O)NC2=O)CC1	CHEMBL410733	1
NC1=CN=C2C(=C1)NC(=O)C1=CC=CC=C12	CHEMBL106154, 50130580	0
NC1=NC(C2=CC=C3NC4=C5CCCC5=C5C(=O)NC(=O)C5=C4C3=C2)=CS1	CHEMBL397772, 50197600	1
NC1=NC=C(C2=NC(N3CCOCC3)=C3SC(CN4CCN(C(=O)C5=CC(CC6=NNC(=O)C7=CC=CC=C67)=CC=C5F)CC4)=CC3=N2)C=N1	CHEMBL4848869, 50569202	1
NC1=NC=C(C2=NC(N3CCOCC3)=NC(N3CCN(C(=O)C4=CC(CC5=NNC(=O)C6=CC=CC=C56)=CC=C4F)CC3)=N2)C=C1C(F)(F)F	CHEMBL4446789, 50520041	1
NC1=NC=C(C2=NC(N3CCOCC3)=NC(N3CCN(C(=O)C4=CC(CC5=NNC(=O)C6=CC=CC=C56)=CC=C4F)CC3)=N2)C=N1	CHEMBL4461382, 50520033	1
NC1=NC=C(C2=NC3=C(CCN(C(=O)C4=CC(CC5=NNC(=O)C6=CC=CC=C56)=CC=C4F)C3)C(N3CCOCC3)=N2)C=N1	CHEMBL4438741, 50520040	1
NC1=NC=NC2=C1N=CN2C1OC(C(=O)N2CCN(CC(=O)NC3=CC=CC4=C3CNC4=O)CC2)[C@@H](O)[C@H]1O	CHEMBL435073, 50137381	1
NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COC(=O)N2CCN(CC(=O)NC3=CC=CC4=C3CNC4=O)CC2)[C@@H](O)[C@H]1O	CHEMBL510733, 50255572	1
NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COCNC(=O)CCC(=O)NC2=CC=CC3=C2CNC3=O)[C@@H](O)[C@H]1O	CHEMBL473036, 50255573	1
NC1CC2C3=C(C=CC=C31)CCN2C(=O)C1=CC(CC2=NNC(=O)C3=CC=CC=C23)=CC=C1F	CHEMBL2323531	0
NC1CCN(C(=O)C2=CC(CC3=CNC(=O)C4=CC(Cl)=C(Cl)N34)=CC=C2F)CC1	CHEMBL604547, 50309355	1
NC1CCN(C(=O)C2=CC(CC3=NNC(=O)C4=C3NCCC4)=CC=C2F)CC1	CHEMBL2058912, 50387931	1
NCC(=O)NC1=CC(CC2=NNC(=O)C3=C2CCCC3)=CC=C1F	213895, CHEMBL3918368	1
NCC(=O)NC1=CC=CC(CC2=NNC(=O)C3=C2CCCC3)=C1	213894, CHEMBL3984604	1
NCC1=CC(CC2=NNC(=O)C3=C2CCCC3)=CC=C1F	213945, CHEMBL3899855	0
NCC1=CC=C2C3=C(CCCN3)C(=O)NC2=C1	130193, CHEMBL3649813	0
NCC1=CC=C2NC3=C4CCCC4=C4C(=O)NC(=O)C4=C3C2=C1	50197585, CHEMBL247374	1
NCC1=CC=C2NC3=C4CCCC4=C4C(=O)NCC4=C3C2=C1	50179070, CHEMBL204542	1
NCC1=NC(=O)C2=C(N1)SC1=C2CCC1	CHEMBL3616846	0
NCC1=NC(C2=CC=C3NC4=C5CCCC5=C5C(=O)NC(=O)C5=C4C3=C2)=CS1	50197609, CHEMBL557175	1
NCCC1=CNC2=CC=C3C(=O)NCCC3=C12	50296540, CHEMBL551001	1
NCCCC(=O)N1CCN(C(=O)C2=CC(CC3=NNC(=O)C4=CC=CC=C34)=CC=C2F)CC1	209930	1
NCCCCC(N)C(=O)NCC1=CC=C2NC3=C4CCCC4=C4C(=O)NCC4=C3C2=C1	50179061, CHEMBL378794	1
NCCCCNC(=O)C1=CC=C2NC(=O)C3=C(CCSC3)C2=C1	50486660, CHEMBL2237236	1
NCCCN1CCC[C@@H](C2=CC=C(N3C=C4C=CC=C(C(N)=O)C4=N3)C=C2)C1	209929	1
NCCCNC(=O)C1=CC=C2NC(=O)C3=C(CCSC3)C2=C1	50486661, CHEMBL2237235	1
NCCNC(=O)C1=CC=C2NC(=O)C3=C(CCSC3)C2=C1	50486664, CHEMBL2237237	1
NCCNC(=O)CCC(=O)C1=CC=C2NC3=C4CCCC4=C4C(=O)NC(=O)C4=C3C2=C1	CHEMBL1935271, 50360940	1
NCCOC1=C(C2=CC=C(Br)C=C2)NC(=O)C2=C(F)C(F)=CC=C12	CHEMBL3905973, 240714	1
NCCOC1=C(C2=CC=C(Br)C=C2)NC(=O)C2=CC(F)=CC=C12	CHEMBL3952782, 240704	1
NCCOC1=C(C2=CC=C(Cl)C(Cl)=C2)NC(=O)C2=CC(F)=CC=C12	CHEMBL3901209, 240716	1
NCCOC1=C(C2=CC=C(Cl)C=C2)NC(=O)C2=CC(F)=CC=C12	CHEMBL3976589, 240711	1
NCCOC1=C(C2=CC=C(F)C(F)=C2)NC(=O)C2=CC(F)=CC=C12	CHEMBL3975515, 240717	1
NCCOC1=C(C2=CC=C(F)C=C2)NC(=O)C2=CC(F)=CC=C12	CHEMBL3984540, 240712	1
NCCOC1=C(C2=CC=C(N3CCCC3)C(Br)=C2)NC(=O)C2=CC(F)=CC=C12	CHEMBL3969175, 240718	1
NCCOC1=C(C2=CC=C(N3CCCC3)C=C2)NC(=O)C2=CC(F)=CC=C12	CHEMBL3905859, 240710	1
NCCOC1=C(C2=CC=C(N3CCOCC3)C(Br)=C2)NC(=O)C2=CC(F)=CC=C12	CHEMBL3959475, 240707	1
NCCOC1=C(C2=CC=C(N3CCOCC3)C=C2)NC(=O)C2=CC(F)=CC=C12	CHEMBL3954189, 240706	1
NCCOC1=C(C2=CC=C(OC3=CC=CC=C3)C=C2)NC(=O)C2=CC(F)=CC=C12	CHEMBL3976129, 240722	0
NCCOC1=C(C2=CC=C3OCCOC3=C2)NC(=O)C2=CC(F)=CC=C12	CHEMBL3939639, 240719	1
NCCOC1=C(C2=CC=C3OCOC3=C2)NC(=O)C2=CC(F)=CC=C12	CHEMBL3937292, 240720	1
NCCOC1=C(C2=CC=CC(Br)=C2)NC(=O)C2=CC(F)=CC=C12	CHEMBL3937804, 240708	1
NCCOC1=C(C2=CC=CC(C(F)(F)F)=C2)NC(=O)C2=CC(F)=CC=C12	CHEMBL3893975, 240705	1
NCCOC1=CC=C2NC(=O)C3=C(NCCC3)C2=C1	130104, CHEMBL3649727	0
NCCOCCOCC(=O)N1CCN(C(=O)C2=CC(CC3=NNC(=O)C4=CC=CC=C34)=CC=C2F)CC1	CHEMBL4564916	1
NCCOCCOCCN1CCCN(C(=O)C2=CC(CC3=NNC(=O)C4=CC=CC=C34)=CC=C2F)CC1	CHEMBL3971166, 214073	1
NS(=O)(=O)NC1=CC=C(NC(=O)CCN2C(=O)NC(=O)C3=CC=CC=C32)C=C1	CHEMBL3105418, 50445843	0
N[C@@H](CC1=CC=CC=C1)C(=O)N1CC2=NC3=CC=CC4=C3C2=C(C1)NNC4=O	CHEMBL3913623, 207619	1
N[C@@H](CCC(=O)N1CCC2=C(C1)C1=CC=CC=C1C(=O)N2)C(=O)O	CHEMBL310120, 50131004	1
N[C@H]1CC(=O)N(C2=CC(CC3=NNC(=O)C4=C3CCCC4)=CC=C2F)C1=O	214479, CHEMBL3896875	1
N[C@H]1CCCC[C@@H]1NC(=O)C1=CC(CC2=NNC(=O)C3=C2NCCC3)=CC=C1F	214613, CHEMBL3975402	1
O=C(/C=C/C1=CC=C(CCNC(=O)C2=CC(CC3=NNC(=O)C4=CC=CC=C34)=CC=C2F)C=C1)NO	CHEMBL4096060, 50268135	1
O=C(/C=C/C1=CC=C(CN2CCN(C(=O)C3=CC(CC4=NNC(=O)C5=CC=CC=C45)=CC=C3F)CC2)C=C1)NO	CHEMBL4078014, 50268124	1
O=C(/C=C/C1=CC=CC=C1)NC1=NC(C2=CC=CC=C2)=CS1	CHEMBL452100, 50255301	0
O=C(C1=CC(CC2=CNC(=O)C3=C(Cl)C(Cl)=CN23)=CC=C1F)N1CCCNCC1	50309391, CHEMBL599793	1
O=C(C1=CC(CC2=CNC(=O)C3=C(Cl)C=C(Cl)N23)=CC=C1F)N1CCCNCC1	50309390, CHEMBL599595	1
O=C(C1=CC(CC2=CNC(=O)C3=CC(Cl)=C(Cl)N23)=CC=C1F)N1CCC(N2CCC2)CC1	50309350, CHEMBL589834	1
O=C(C1=CC(CC2=CNC(=O)C3=CC(Cl)=C(Cl)N23)=CC=C1F)N1CCC(N2CCCC2)CC1	50309351, CHEMBL589833	1
O=C(C1=CC(CC2=CNC(=O)C3=CC(Cl)=C(Cl)N23)=CC=C1F)N1CCC2(CC1)NCNC2=O	50309347, CHEMBL590579	1
O=C(C1=CC(CC2=CNC(=O)C3=CC(Cl)=C(Cl)N23)=CC=C1F)N1CCC2(CCCCN2)CC1	50309349, CHEMBL601260	1
O=C(C1=CC(CC2=CNC(=O)C3=CC(Cl)=C(Cl)N23)=CC=C1F)N1CCC2(CCCN2)CC1	50309221, CHEMBL606029	1
O=C(C1=CC(CC2=CNC(=O)C3=CC(Cl)=C(Cl)N23)=CC=C1F)N1CCC2(CCN2)CC1	50309348, CHEMBL590088	1
O=C(C1=CC(CC2=CNC(=O)C3=CC(Cl)=C(Cl)N23)=CC=C1F)N1CCCCC1	50309384, CHEMBL590058	0
O=C(C1=CC(CC2=CNC(=O)C3=CC(Cl)=C(Cl)N23)=CC=C1F)N1CCCNCC1	50309392, CHEMBL596933	1
O=C(C1=CC(CC2=CNC(=O)C3=CC(Cl)=C(Cl)N23)=CC=C1F)N1CCN(C(=O)C2CCCC2)CC1	50309374, CHEMBL598544	1
O=C(C1=CC(CC2=CNC(=O)C3=CC(Cl)=C(Cl)N23)=CC=C1F)N1CCN(C2=CC3=CC=CC=C3C=N2)CC1	50309358, CHEMBL590805	1
O=C(C1=CC(CC2=CNC(=O)C3=CC(Cl)=C(Cl)N23)=CC=C1F)N1CCN(C2=CC=CC=C2F)CC1	50309365, CHEMBL592459	1
O=C(C1=CC(CC2=CNC(=O)C3=CC(Cl)=C(Cl)N23)=CC=C1F)N1CCN(C2=CC=CC=N2)CC1	50309364, CHEMBL604040	1
O=C(C1=CC(CC2=CNC(=O)C3=CC(Cl)=C(Cl)N23)=CC=C1F)N1CCN(C2=CC=CN=C2)CC1	50309363, CHEMBL603448	1
O=C(C1=CC(CC2=CNC(=O)C3=CC(Cl)=C(Cl)N23)=CC=C1F)N1CCN(C2=NC=C3C=CC=CC3=N2)CC1	50309357, CHEMBL603135	1
O=C(C1=CC(CC2=CNC(=O)C3=CC(Cl)=C(Cl)N23)=CC=C1F)N1CCN(C2=NC=CC=N2)CC1	50309362, CHEMBL589257	1
O=C(C1=CC(CC2=CNC(=O)C3=CC(Cl)=C(Cl)N23)=CC=C1F)N1CCN(C2=NC=NC3=CC=CC=C23)CC1	50309356, CHEMBL596713	1
O=C(C1=CC(CC2=CNC(=O)C3=CC(Cl)=C(Cl)N23)=CC=C1F)N1CCN(C2CCCCC2)CC1	50309380, CHEMBL590400	1
O=C(C1=CC(CC2=CNC(=O)C3=CC(Cl)=C(Cl)N23)=CC=C1F)N1CCN(CCO)CC1	CHEMBL592542, 50309378	1
O=C(C1=CC(CC2=CNC(=O)C3=CC(Cl)=C(Cl)N23)=CC=C1F)N1CCNCC1	50309387, CHEMBL590880	1
O=C(C1=CC(CC2=CNC(=O)C3=CC(Cl)=C(Cl)N23)=CC=C1F)N1CCOCC1	50309383, CHEMBL599596	1
O=C(C1=CC(CC2=CNC(=O)C3=CC(Cl)=CN23)=CC=C1F)N1CCCNCC1	50309393, CHEMBL604291	1
O=C(C1=CC(CC2=CNC(=O)C3=CC=CN23)=CC=C1F)N1CCCNCC1	50309395, CHEMBL597339	1
O=C(C1=CC(CC2=NN=C(O)C3=CC=CC=C23)=CC=C1F)N1CCN(C2=NC=C3NC=NC3=N2)CC1	320270	1
O=C(C1=CC(CC2=NNC(=O)C3=C2CCCC3)=CC=C1F)N1CCC(O)CC1	CHEMBL3971091, 213931	1
O=C(C1=CC(CC2=NNC(=O)C3=C2CCCC3)=CC=C1F)N1CCCN(C(=O)C2CC2)CC1	214521, CHEMBL3943016	1
O=C(C1=CC(CC2=NNC(=O)C3=C2CCCC3)=CC=C1F)N1CCCNCC1	213944, CHEMBL3971025	1
O=C(C1=CC(CC2=NNC(=O)C3=C2CCCC3)=CC=C1F)N1CCN(C(=O)C2=CC=CN=C2Cl)CC1	214625, CHEMBL3970477	1
O=C(C1=CC(CC2=NNC(=O)C3=C2CCCC3)=CC=C1F)N1CCN(C(=O)C2CC2)CC1	214406, CHEMBL3897941	1
O=C(C1=CC(CC2=NNC(=O)C3=C2CCCC3)=CC=C1F)N1CCN(C(=O)C2CCCCC2)CC1	214512, CHEMBL3912155	1
O=C(C1=CC(CC2=NNC(=O)C3=C2CCCC3)=CC=C1F)N1CCN(C(=O)N2CCCC2)CC1	214472, CHEMBL3961474	1
O=C(C1=CC(CC2=NNC(=O)C3=C2CCCC3)=CC=C1F)N1CCN(C(=O)N2CCCCC2)CC1	214408, CHEMBL3906957	1
O=C(C1=CC(CC2=NNC(=O)C3=C2CCCC3)=CC=C1F)N1CCN(C(=O)N2CCOCC2)CC1	214439, CHEMBL3927874	1
O=C(C1=CC(CC2=NNC(=O)C3=C2CCCC3)=CC=C1F)N1CCN(C(=O)[C@@H]2CSCN2)CC1	214602, CHEMBL3969605	1
O=C(C1=CC(CC2=NNC(=O)C3=C2CCCC3)=CC=C1F)N1CCN(C2=CC=C(F)C=C2)CC1	213925, CHEMBL3962134	1
O=C(C1=CC(CC2=NNC(=O)C3=C2CCCC3)=CC=C1F)N1CCN(C2=CC=C(F)C=C2F)CC1	214430, CHEMBL3933156	1
O=C(C1=CC(CC2=NNC(=O)C3=C2CCCC3)=CC=C1F)N1CCN(C2=CC=CC(C(F)(F)F)=C2)CC1	214509, CHEMBL3981541	1
O=C(C1=CC(CC2=NNC(=O)C3=C2CCCC3)=CC=C1F)N1CCN(C2=CC=CC(F)=C2)CC1	214433, CHEMBL3955721	1
O=C(C1=CC(CC2=NNC(=O)C3=C2CCCC3)=CC=C1F)N1CCN(C2=CC=CC=C2)CC1	213919, CHEMBL3907837	1
O=C(C1=CC(CC2=NNC(=O)C3=C2CCCC3)=CC=C1F)N1CCN(C2=CC=CC=C2Cl)CC1	213921, CHEMBL3948066	1
O=C(C1=CC(CC2=NNC(=O)C3=C2CCCC3)=CC=C1F)N1CCN(C2=CC=CC=C2F)CC1	213923, CHEMBL3939291	1
O=C(C1=CC(CC2=NNC(=O)C3=C2CCCC3)=CC=C1F)N1CCN(C2=CC=CC=N2)CC1	213917, CHEMBL2058930	1
O=C(C1=CC(CC2=NNC(=O)C3=C2CCCC3)=CC=C1F)N1CCN(C2=CC=CN=C2)CC1	214626, CHEMBL3946265	1
O=C(C1=CC(CC2=NNC(=O)C3=C2CCCC3)=CC=C1F)N1CCN(C2=CC=NC=C2)CC1	214410, CHEMBL3942547	1
O=C(C1=CC(CC2=NNC(=O)C3=C2CCCC3)=CC=C1F)N1CCN(C2=CN=CC=N2)CC1	214409, CHEMBL3934902	1
O=C(C1=CC(CC2=NNC(=O)C3=C2CCCC3)=CC=C1F)N1CCN(C2=CN=CN=C2)CC1	214627, CHEMBL3978757	1
O=C(C1=CC(CC2=NNC(=O)C3=C2CCCC3)=CC=C1F)N1CCN(C2=NC=CC=N2)CC1	213911, CHEMBL1986530	1
O=C(C1=CC(CC2=NNC(=O)C3=C2CCCC3)=CC=C1F)N1CCN(C2=NC=NC=N2)CC1	214549, CHEMBL3977588	1
O=C(C1=CC(CC2=NNC(=O)C3=C2CCCC3)=CC=C1F)N1CCN(C2CCCC2)CC1	214471, CHEMBL3930456	1
O=C(C1=CC(CC2=NNC(=O)C3=C2CCCC3)=CC=C1F)N1CCN(CC2=CC=CC(Cl)=C2)CC1	214422, CHEMBL3958068	1
O=C(C1=CC(CC2=NNC(=O)C3=C2CCCC3)=CC=C1F)N1CCN(CC2=CC=CC=C2Cl)CC1	214425, CHEMBL3981596	1
O=C(C1=CC(CC2=NNC(=O)C3=C2CCCC3)=CC=C1F)N1CCN(CCN2CCOCC2)CC1	214467, CHEMBL3890212	1
O=C(C1=CC(CC2=NNC(=O)C3=C2CCCC3)=CC=C1F)N1CCN(CCOC2=CC=CC=C2)CC1	214473, CHEMBL3935873	1
O=C(C1=CC(CC2=NNC(=O)C3=C2CCCC3)=CC=C1F)N1CCN(S(=O)(=O)C2=CC=CC=C2)CC1	214470, CHEMBL3957957	1
O=C(C1=CC(CC2=NNC(=O)C3=C2NCCC3)=CC=C1F)N1CCC(O)CC1	CHEMBL3917313, 214468	1
O=C(C1=CC(CC2=NNC(=O)C3=C2NCCC3)=CC=C1F)N1CCCN(C(=O)[C@@H]2CSCN2)CC1	214577, CHEMBL3925437	1
O=C(C1=CC(CC2=NNC(=O)C3=C2NCCC3)=CC=C1F)N1CCN(C(=O)C(F)(F)F)CC1	50387938, CHEMBL2058919	1
O=C(C1=CC(CC2=NNC(=O)C3=C2NCCC3)=CC=C1F)N1CCN(C(=O)C2=CC=CN=C2Cl)CC1	214538, CHEMBL3907393	1
O=C(C1=CC(CC2=NNC(=O)C3=C2NCCC3)=CC=C1F)N1CCN(C(=O)C2CC2)CC1	50387936, CHEMBL2058917	1
O=C(C1=CC(CC2=NNC(=O)C3=C2NCCC3)=CC=C1F)N1CCN(C(=O)C2CCCC2)CC1	214526, CHEMBL3980638	1
O=C(C1=CC(CC2=NNC(=O)C3=C2NCCC3)=CC=C1F)N1CCN(C(=O)C2CCCCC2)CC1	214464, CHEMBL3902882	1
O=C(C1=CC(CC2=NNC(=O)C3=C2NCCC3)=CC=C1F)N1CCN(C(=O)C2CCCO2)CC1	214465, CHEMBL3927345	1
O=C(C1=CC(CC2=NNC(=O)C3=C2NCCC3)=CC=C1F)N1CCN(C(=O)C2COC3=CC=CC=C3O2)CC1	214520, CHEMBL3975785	1
O=C(C1=CC(CC2=NNC(=O)C3=C2NCCC3)=CC=C1F)N1CCN(C(=O)N2CCCC2)CC1	214463, CHEMBL3974706	1
O=C(C1=CC(CC2=NNC(=O)C3=C2NCCC3)=CC=C1F)N1CCN(C(=O)N2CCCCC2)CC1	214432, CHEMBL3981120	1
O=C(C1=CC(CC2=NNC(=O)C3=C2NCCC3)=CC=C1F)N1CCN(C(=O)N2CCOCC2)CC1	214395, CHEMBL3910994	1
O=C(C1=CC(CC2=NNC(=O)C3=C2NCCC3)=CC=C1F)N1CCN(C(=O)[C@@H]2CSCN2)CC1	214525, CHEMBL3936400	1
O=C(C1=CC(CC2=NNC(=O)C3=C2NCCC3)=CC=C1F)N1CCN(C2=CC=C(F)C=C2)CC1	214451, CHEMBL3917960	1
O=C(C1=CC(CC2=NNC(=O)C3=C2NCCC3)=CC=C1F)N1CCN(C2=CC=C(F)C=C2F)CC1	214453, CHEMBL3912528	1
O=C(C1=CC(CC2=NNC(=O)C3=C2NCCC3)=CC=C1F)N1CCN(C2=CC=CC(C(F)(F)F)=C2)CC1	214495, CHEMBL3966619	1
O=C(C1=CC(CC2=NNC(=O)C3=C2NCCC3)=CC=C1F)N1CCN(C2=CC=CC(F)=C2)CC1	214450, CHEMBL3949287	1
O=C(C1=CC(CC2=NNC(=O)C3=C2NCCC3)=CC=C1F)N1CCN(C2=CC=CC=C2)CC1	50387942, CHEMBL2058923	1
O=C(C1=CC(CC2=NNC(=O)C3=C2NCCC3)=CC=C1F)N1CCN(C2=CC=CC=C2Cl)CC1	214455, CHEMBL3896377	1
O=C(C1=CC(CC2=NNC(=O)C3=C2NCCC3)=CC=C1F)N1CCN(C2=CC=CC=C2F)CC1	214452, CHEMBL3902883	1
O=C(C1=CC(CC2=NNC(=O)C3=C2NCCC3)=CC=C1F)N1CCN(C2=CC=CC=N2)CC1	50387944, CHEMBL2058926	1
O=C(C1=CC(CC2=NNC(=O)C3=C2NCCC3)=CC=C1F)N1CCN(C2=CC=CN=C2)CC1	50387948, CHEMBL2058925	1
O=C(C1=CC(CC2=NNC(=O)C3=C2NCCC3)=CC=C1F)N1CCN(C2=CC=NC=C2)CC1	50387943, CHEMBL2058924	1
O=C(C1=CC(CC2=NNC(=O)C3=C2NCCC3)=CC=C1F)N1CCN(C2=CN=CC=N2)CC1	50387945, CHEMBL2058927	1
O=C(C1=CC(CC2=NNC(=O)C3=C2NCCC3)=CC=C1F)N1CCN(C2=CN=CN=C2)CC1	214572, CHEMBL3965443	1
O=C(C1=CC(CC2=NNC(=O)C3=C2NCCC3)=CC=C1F)N1CCN(C2=NC=CC=N2)CC1	50387946, CHEMBL2058928	1
O=C(C1=CC(CC2=NNC(=O)C3=C2NCCC3)=CC=C1F)N1CCN(C2=NC=NC=N2)CC1	214519, CHEMBL3913202	1
O=C(C1=CC(CC2=NNC(=O)C3=C2NCCC3)=CC=C1F)N1CCN(C2CCCC2)CC1	50387934, CHEMBL2058915	1
O=C(C1=CC(CC2=NNC(=O)C3=C2NCCC3)=CC=C1F)N1CCN(CCN2CCCCC2)CC1	214466, CHEMBL3959274	1
O=C(C1=CC(CC2=NNC(=O)C3=C2NCCC3)=CC=C1F)N1CCN(CCN2CCOCC2)CC1	214462, CHEMBL3945292	1
O=C(C1=CC(CC2=NNC(=O)C3=C2NCCC3)=CC=C1F)N1CCN(CCO)CC1	CHEMBL3906970, 214441	1
O=C(C1=CC(CC2=NNC(=O)C3=C2NCCC3)=CC=C1F)N1CCN(CCOC2=CC=CC=C2)CC1	214459, CHEMBL3951203	1
O=C(C1=CC(CC2=NNC(=O)C3=C2NCCC3)=CC=C1F)N1CCN(S(=O)(=O)C2=CC=CC=C2)CC1	214460, CHEMBL3950574	1
O=C(C1=CC(CC2=NNC(=O)C3=C2NCCC3)=CC=C1F)N1CCNCC1	50387930, CHEMBL2058911	1
O=C(C1=CC(CC2=NNC(=O)C3=C2NCCC3)=CC=C1F)N1CCNC[C@H]1C1=CC=CC=C1	50387932, CHEMBL2058913	1
O=C(C1=CC(CC2=NNC(=O)C3=CC=CC=C23)=CC(F)=C1F)N1CCN(C(=O)C2CC2)CC1	50276703, CHEMBL4160236	1
O=C(C1=CC(CC2=NNC(=O)C3=CC=CC=C23)=CC(F)=C1F)N1CCN(C(=O)C2CCCO2)CC1	50276705, CHEMBL4174278	1
O=C(C1=CC(CC2=NNC(=O)C3=CC=CC=C23)=CC(F)=C1F)N1CCN(C(=O)N2CCOCC2)CC1	50276706, CHEMBL4167044	1
O=C(C1=CC(CC2=NNC(=O)C3=CC=CC=C23)=CC(F)=C1F)N1CCN(C2=CC=C(Br)C=C2)CC1	50276712, CHEMBL4162862	1
O=C(C1=CC(CC2=NNC(=O)C3=CC=CC=C23)=CC(F)=C1F)N1CCN(C2=CC=C(Cl)C=C2)CC1	50276696, CHEMBL4170803	0
O=C(C1=CC(CC2=NNC(=O)C3=CC=CC=C23)=CC(F)=C1F)N1CCN(C2=CC=C(F)C=C2)CC1	50276711, CHEMBL4169337	1
O=C(C1=CC(CC2=NNC(=O)C3=CC=CC=C23)=CC(F)=C1F)N1CCN(C2=CC=C(O)C=C2)CC1	CHEMBL4167280, 50276750	1
O=C(C1=CC(CC2=NNC(=O)C3=CC=CC=C23)=CC(F)=C1F)N1CCN(C2=CC=C([N+](=O)[O-])C=C2)CC1	CHEMBL4171279, 50276668	1
O=C(C1=CC(CC2=NNC(=O)C3=CC=CC=C23)=CC(F)=C1F)N1CCN(C2=CC=CC(C(F)(F)F)=C2)CC1	50276714, CHEMBL4175790	1
O=C(C1=CC(CC2=NNC(=O)C3=CC=CC=C23)=CC(F)=C1F)N1CCN(C2=CC=CC(Cl)=C2)CC1	50276744, CHEMBL4167934	1
