SMILE	Compound_IDs	Class
NC(=O)C1=CC=CC2=C1N=C(C1=CC=C(C3CCCN3)C=C1)N2	CHEMBL1093844, 50315780	1
NC(=O)C1=CC=CC2=C1N=C(C1=CC=C(C3CCCN3)C=C1F)N2	CHEMBL1093309	1
NC(=O)C1=CC=CC2=C1N=C(C1=CC=C(C3CCCNC3)C=C1)N2	CHEMBL1092691, 50315778	1
NC(=O)C1=CC=CC2=C1N=C(C1=CC=C(C3CCNC3)C=C1)N2	CHEMBL1093845, 50315799	1
NC(=O)C1=CC=CC2=C1N=C(C1=CC=C(C3CCNCC3)C=C1)N2	CHEMBL1090136, 50315783	1
NC(=O)C1=CC=CC2=C1N=C(C1=CC=C(C3N=NC(=O)O3)C=C1)N2	CHEMBL576910, 50300009	1
NC(=O)C1=CC=CC2=C1N=C(C1=CC=C(CN(CCO)CCO)C=C1)N2	CHEMBL79218, 50145216	1
NC(=O)C1=CC=CC2=C1N=C(C1=CC=C(CN3CCCC3)C=C1)N2	CHEMBL312135, 50145225	1
NC(=O)C1=CC=CC2=C1N=C(C1=CC=C(CN3CCCCC3)C=C1)N2	CHEMBL419475, 50145219	1
NC(=O)C1=CC=CC2=C1N=C(C1=CC=C(CN3CCOCC3)C=C1)N2	CHEMBL432166, 50145217	1
NC(=O)C1=CC=CC2=C1N=C(C1=CC=C(CO)C=C1)N2	CHEMBL133241, 50093359	1
NC(=O)C1=CC=CC2=C1N=C(C1=CC=C(Cl)C=C1)N2	CHEMBL131891, 50093372	1
NC(=O)C1=CC=CC2=C1N=C(C1=CC=C(N)C=C1)N2	CHEMBL134197, 50093366	1
NC(=O)C1=CC=CC2=C1N=C(C1=CC=C(NC3=C4C=CC=CC4=NC4=CC=CC=C34)C=C1)N2	CHEMBL4167790, 50276937	1
NC(=O)C1=CC=CC2=C1N=C(C1=CC=C(O)C=C1)N2	CHEMBL131719, 50093374	1
NC(=O)C1=CC=CC2=C1N=C(C1=CC=C(OCC3=CN(CCF)N=N3)C=C1)N2	CHEMBL3113567, 50446669	1
NC(=O)C1=CC=CC2=C1N=C(C1=CC=C(OCCF)C=C1)N2	CHEMBL3113565, 50446671	1
NC(=O)C1=CC=CC2=C1N=C(C1=CC=C([C@@H]3CCCCN3)C=C1F)N2	50315798, CHEMBL1089125	1
NC(=O)C1=CC=CC2=C1N=C(C1=CC=C([C@@H]3CCCN3)C=C1F)N2	CHEMBL1090467, 50315779	1
NC(=O)C1=CC=CC2=C1N=C(C1=CC=C([C@H]3CCCCN3)C=C1F)N2	CHEMBL1089124, 50315797	1
NC(=O)C1=CC=CC2=C1N=C(C1=CC=C([C@H]3CCCN3)C=C1F)N2	CHEMBL1090466, 50315796	1
NC(=O)C1=CC=CC2=C1N=C(C1=CC=C([N+](=O)[O-])C=C1)N2	CHEMBL339167, 50093377	1
NC(=O)C1=CC=CC2=C1N=C(C1=CC=C3OCOC3=C1)N2	CHEMBL337386, 50093365	1
NC(=O)C1=CC=CC2=C1N=C(C1=CC=CC(C(F)(F)F)=C1)N2	CHEMBL335516, 50093382	1
NC(=O)C1=CC=CC2=C1N=C(C1=CC=CC(CN(CCO)CCO)=C1)N2	CHEMBL81143, 50145213	0
NC(=O)C1=CC=CC2=C1N=C(C1=CC=CC(CN3CCCC3)=C1)N2	CHEMBL81077, 50145220	1
NC(=O)C1=CC=CC2=C1N=C(C1=CC=CC(CN3CCCCC3)=C1)N2	CHEMBL84328, 50145218	1
NC(=O)C1=CC=CC2=C1N=C(C1=CC=CC(CN3CCOCC3)=C1)N2	CHEMBL443798, 50145212	1
NC(=O)C1=CC=CC2=C1N=C(C1=CC=CC(CO)=C1)N2	CHEMBL337254, 50093360	1
NC(=O)C1=CC=CC2=C1N=C(C1=CC=CC(Cl)=C1)N2	CHEMBL132947, 50093368	1
NC(=O)C1=CC=CC2=C1N=C(C1=CC=CC(N)=C1)N2	CHEMBL4168839, 50276929	1
NC(=O)C1=CC=CC2=C1N=C(C1=CC=CC(NC3=C4C=CC=CC4=NC4=CC=CC=C34)=C1)N2	CHEMBL4171154, 50276933	0
NC(=O)C1=CC=CC2=C1N=C(C1=CC=CC(O)=C1)N2	CHEMBL336070, 50093375	1
NC(=O)C1=CC=CC2=C1N=C(C1=CC=CC=C1)N2	CHEMBL81723, 27091	1
NC(=O)C1=CC=CC2=C1N=C(C1=CC=CC=C1C(F)(F)F)N2	CHEMBL334603, 50093376	0
NC(=O)C1=CC=CC2=C1N=C(C1=CC=CC=C1CO)N2	CHEMBL133275, 50093378	1
NC(=O)C1=CC=CC2=C1N=C(C1=CC=CC=C1Cl)N2	CHEMBL335226, 50093369	1
NC(=O)C1=CC=CC2=C1N=C(C1=CC=CC=C1F)N2	CHEMBL133353, 50093385	1
NC(=O)C1=CC=CC2=C1N=C(C1=CC=CC=C1NC1=C3C=CC=CC3=NC3=CC=CC=C13)N2	CHEMBL4175276, 50276930	0
NC(=O)C1=CC=CC2=C1N=C(C1CCCCN1)N2	CHEMBL495975, 27142	1
NC(=O)C1=CC=CC2=C1N=C(C1CCCN(C3CCCC3)CC1)N2	CHEMBL460474, 27124	1
NC(=O)C1=CC=CC2=C1N=C(C1CCCNC1)N2	CHEMBL488665, 27099	1
NC(=O)C1=CC=CC2=C1N=C(C1CCCNCC1)N2	CHEMBL488053, 27101	1
NC(=O)C1=CC=CC2=C1N=C(C1CCN(C3CCCC3)C1)N2	CHEMBL453059, 27112	1
NC(=O)C1=CC=CC2=C1N=C(C1CCN(C3CCCC3)CC1)N2	CHEMBL452025, 27121	1
NC(=O)C1=CC=CC2=C1N=C(C1CCN(CCC3=CC=CC=C3)C1)N2	CHEMBL453060, 27113	1
NC(=O)C1=CC=CC2=C1N=C(C1CCN(S(=O)(=O)C3=CC=CC=C3)CC1)N2	CHEMBL518484, 27127	1
NC(=O)C1=CC=CC2=C1N=C(C1CCN1)N2	CHEMBL505655, 27092	1
NC(=O)C1=CC=CC2=C1N=C(C1CCN1C1CCCC1)N2	CHEMBL452784, 27103	0
NC(=O)C1=CC=CC2=C1N=C(C1CCNC1)N2	CHEMBL488496, 27096	1
NC(=O)C1=CC=CC2=C1N=C(C1CCNCC1)N2	CHEMBL488052, 27100	1
NC(=O)C1=CC=CC2=C1N=C(C1CN(C3CCCC3)C1)N2	CHEMBL504878, 27105	1
NC(=O)C1=CC=CC2=C1N=C(C1CNC1)N2	CHEMBL527654, 27093	1
NC(=O)C1=CC=CC2=C1N=C(C1CNCCN1)N2	CHEMBL460259, 27130	1
NC(=O)C1=CC=CC2=C1N=C(CN1CCC(C(=O)NC3=CC4=CC=CC=C4C=N3)CC1)N2	CHEMBL4569989, 50536942	1
NC(=O)C1=CC=CC2=C1N=C(N1CCN(C3=CC(C(F)(F)F)=NC=N3)CC1)N2	332717	1
NC(=O)C1=CC=CC2=C1N=C(N1CCN(C3=CC=NC(C(F)(F)F)=C3)CC1)N2	332722	1
NC(=O)C1=CC=CC2=C1N=C(N1CCN(C3=CC=NC=N3)CC1)N2	332714	1
NC(=O)C1=CC=CC2=C1N=C(N1CCN(C3=NC=C(F)C=N3)CC1)N2	332709	1
NC(=O)C1=CC=CC2=C1N=C(N1CCN(C3=NC=C(N)C=N3)CC1)N2	332713	1
NC(=O)C1=CC=CC2=C1N=C(N1CCN(C3=NC=CC(C(F)(F)F)=N3)CC1)N2	332716	0
NC(=O)C1=CC=CC2=C1N=C(N1CCN(C3=NC=CC=N3)CC1)N2	332708	1
NC(=O)C1=CC=CC2=C1N=C([C@@H]1CCC(=O)N1)N2	CHEMBL460267, 27125	1
NC(=O)C1=CC=CC2=C1N=C([C@@H]1CCCCN1)N2	CHEMBL488664, 27098	1
NC(=O)C1=CC=CC2=C1N=C([C@@H]1CCCN1)N2	CHEMBL488831, 27095	1
NC(=O)C1=CC=CC2=C1N=C([C@H]1CCCCN1)N2	CHEMBL488497, 27097	1
NC(=O)C1=CC=CC2=C1N=C([C@H]1CCCN1)N2	CHEMBL488830, 27094	1
NC(=O)C1=CC=CC2=C1N=CN2	CHEMBL133694, 27088	1
NC(=O)C1=CC=CC2=C1O/C(=C\C1=CC=C(C(=O)N3CC(C4=NC5=CC=CC=C5N4)C3)C=C1)C2=O	50501854, CHEMBL4437358	1
NC(=O)C1=CC=CC2=C1O/C(=C\C1=CC=C(C(=O)N3CCC(C4=NC5=CC=CC=C5N4)CC3)C=C1)C2=O	50501856, CHEMBL4583398	1
NC(=O)C1=CC=CC2=C1O/C(=C\C1=CC=C(C(=O)N3CCN(C4=CC=CC=N4)CC3)C=C1)C2=O	50501863, CHEMBL4578950	1
NC(=O)C1=CC=CC2=C1O/C(=C\C1=CC=C(C(=O)N3CCN(C4=CN=CC=N4)CC3)C=C1)C2=O	50501841, CHEMBL4539846	1
NC(=O)C1=CC=CC2=C1O/C(=C\C1=CC=C(C(=O)N3CCN(C4=NC5=CC=CC=C5N4)CC3)C=C1)C2=O	50501855, CHEMBL4474593	1
NC(=O)C1=CC=CC2=C1O/C(=C\C1=CC=C(C(=O)N3CCN(C4=NC=CC=N4)CC3)C=C1)C2=O	50501840, CHEMBL4591947	1
NC(=O)C1=CC=CC2=C1O/C(=C\C1=CC=C(C(=O)N3CCN4C(=NN=C4C(F)(F)F)C3)C=C1)C2=O	50501830, CHEMBL4519178	1
NC(=O)C1=CC=CC2=C1O/C(=C\C1=CC=C(C(=O)N3CCN4C(=NN=C4C(F)F)C3)C=C1)C2=O	50501847, CHEMBL4446105	1
NC(=O)C1=CC=CC2=C1O/C(=C\C1=CC=C(C(=O)N3CCN4C(=NN=C4C4CC4)C3)C=C1)C2=O	50501827, CHEMBL4575227	1
NC(=O)C1=CC=CC2=C1O/C(=C\C1=CC=C(C(=O)N3CCN4C(=NN=C4C4CCCC4)C3)C=C1)C2=O	50501849, CHEMBL4469675	1
NC(=O)C1=CC=CC2=C1O/C(=C\C1=CC=C(C(=O)N3CCN4C(CC5CC5)=NN=C4C3)C=C1)C2=O	50501831, CHEMBL4450747	1
NC(=O)C1=CC=CC2=C1O/C(=C\C1=CC=C(C(=O)N3CCN4C=NN=C4C3)C=C1)C2=O	50501844, CHEMBL4584942	1
NC(=O)C1=CC=CC2=C1O/C(=C\C1=CC=C(C(=O)NC3CCN(C4=NC=CC=N4)CC3)C=C1)C2=O	50501868, CHEMBL4473851	0
NC(=O)C1=CC=CC2=C1O/C(=C\C1=CC=C(C(=O)NCCC3=NC4=C(C(N)=O)C=CC=C4N3)C=C1)C2=O	50501829, CHEMBL4529965	1
NC(=O)C1=CC=CC2=C1O/C(=C\C1=CC=C(C(=O)NCCC3=NC4=CC(F)=CC=C4N3)C=C1)C2=O	50501851, CHEMBL4450242	1
NC(=O)C1=CC=CC2=C1O/C(=C\C1=CC=C(C(=O)NCCC3=NC4=CC=CC=C4N3)C=C1)C2=O	50501873, CHEMBL4515830	1
NC(=O)C1=CC=CC2=C1O/C(=C\C1=CC=C(C(=O)O)C=C1)C2=O	50501877, CHEMBL4592442	1
NC(=O)C1=CC=CC2=C1O/C(=C\C1=CC=C(C3=NNN=N3)C(F)=C1)C2=O	50501833, CHEMBL4462563	1
NC(=O)C1=CC=CC2=C1O/C(=C\C1=CC=C(C3=NNN=N3)C=C1)C2=O	50501835, CHEMBL4454914	1
NC(=O)C1=CC=CC2=C1O/C(=C\C1=CC=C(Cl)C=C1)C2=O	50020620, CHEMBL3290470	0
NC(=O)C1=CC=CC2=C1O/C(=C\C1=CC=C(O)C(O)=C1)C2=O	50020626, CHEMBL3290476	0
NC(=O)C1=CC=CC2=C1O/C(=C\C1=CC=C(O)C=C1)C2=O	50020625, CHEMBL3290475	0
NC(=O)C1=CC=CC2=C1O/C(=C\C1=CC=C(O)C=C1O)C2=O	50020627, CHEMBL3290477	0
NC(=O)C1=CC=CC2=C1O/C(=C\C1=CC=C(OCC(=O)N3CCOCC3)C=C1)C2=O	50020637, CHEMBL3290486	0
NC(=O)C1=CC=CC2=C1O/C(=C\C1=CC=C(OCC(O)CN3CCOCC3)C=C1)C2=O	50020649, CHEMBL3290488	0
NC(=O)C1=CC=CC2=C1O/C(=C\C1=CC=C(OCC3CO3)C=C1)C2=O	50020648, CHEMBL3290487	0
NC(=O)C1=CC=CC2=C1O/C(=C\C1=CC=C(OCCCN3CCOCC3)C=C1)C2=O	50020635, CHEMBL3290485	0
NC(=O)C1=CC=CC2=C1O/C(=C\C1=CC=C(OCCN3CCCCC3)C=C1)C2=O	50020632, CHEMBL3290482	0
NC(=O)C1=CC=CC2=C1O/C(=C\C1=CC=C(OCCN3CCN(C4=CC=C(F)C=C4)CC3)C=C1)C2=O	50020650, CHEMBL3290489	0
NC(=O)C1=CC=CC2=C1O/C(=C\C1=CC=C(OCCN3CCOCC3)C=C1)C2=O	50020633, CHEMBL3290483	0
NC(=O)C1=CC=CC2=C1O/C(=C\C1=CC=C(S(=O)(=O)N3CCN(C4=NC=CC=N4)CC3)C=C1)C2=O	50501824, CHEMBL4460296	0
NC(=O)C1=CC=CC2=C1O/C(=C\C1=CC=CC(C(=O)N3CCN(C4=NC=CC=N4)CC3)=C1)C2=O	50501838, CHEMBL4437403	1
NC(=O)C1=CC=CC2=C1O/C(=C\C1=CC=CC(C(=O)N3CCN4C(=NN=C4C(F)(F)F)C3)=C1)C2=O	50501850, CHEMBL4470680	1
NC(=O)C1=CC=CC2=C1O/C(=C\C1=CC=CC(C(=O)NCCC3=NC4=CC(F)=CC=C4N3)=C1)C2=O	50501852, CHEMBL4471547	1
NC(=O)C1=CC=CC2=C1O/C(=C\C1=CC=CC(C(=O)NCCC3=NC4=CC=CC=C4N3)=C1)C2=O	50501874, CHEMBL4544913	1
NC(=O)C1=CC=CC2=C1O/C(=C\C1=CC=CC(O)=C1)C2=O	50020624, CHEMBL3290474	0
NC(=O)C1=CC=CC2=C1O/C(=C\C1=CC=CC(OC3=CC=CC=C3)=C1)C2=O	50020619, CHEMBL3290469	0
NC(=O)C1=CC=CC2=C1O/C(=C\C1=CC=CC=C1)C2=O	50020618, CHEMBL3290468	0
NC(=O)C1=CC=CC2=C1OC(C(=O)N1CCN(C3=NC(C4=CC=C(N)N=C4)=NC(N4CCOCC4)=N3)CC1)=C2	CHEMBL4745923, 50562647	1
NC(=O)C1=CC=CC2=C1OC(C(=O)N1CCN(C3=NC(C4=CN=C(N)C=C4C(F)(F)F)=NC(N4CCOCC4)=N3)CC1)=C2	CHEMBL4758337, 50562646	1
NC(=O)C1=CC=CC2=C1OC(C(=O)N1CCN(C3=NC(C4=CN=C(N)N=C4)=NC(N4CCOCC4)=N3)CC1)=C2	CHEMBL4744783, 50562648	1
NC(=O)C1=CC=CC2=C1OC(C(=O)N1CCN(C3=NC(C4=CN=C(NC(=O)CN5CCOCC5)C=C4C(F)(F)F)=NC(N4CCOCC4)=N3)CC1)=C2	CHEMBL4761383, 50562649	1
NC(=O)C1=CC=CC2=C1OC(C(=O)N1CCN(CC3=CC4=NC(C5=CN=C(N)N=C5)=NC(N5CCOCC5)=C4O3)CC1)=C2	CHEMBL4868231, 50569190	1
NC(=O)C1=CC=CC2=C1OC(C(=O)N1CCN(CC3=CC4=NC(C5=CN=C(N)N=C5)=NC(N5CCOCC5)=C4S3)CC1)=C2	CHEMBL4871210, 50569189	1
NC(=O)C1=CC=CC2=C1OCC2	50020608, CHEMBL3290451	0
NC(=O)C1=CC=CC2=C1OCC2=O	CHEMBL3290467	0
NC(=O)C1=CC=CC2=CC(C3=CC=CC(C(F)(F)F)=C3)=CN=C12	CHEMBL479635	0
NC(=O)C1=CC=CC2=CC(C3=CC=CC=C3)=CN=C12	CHEMBL450259	0
NC(=O)C1=CC=CC2=CC(C3=CC=CC=C3)=C[N+]([O-])=C12	CHEMBL481803	0
NC(=O)C1=CC=CC2=CC(C3=CC=CC=C3)=NN12	CHEMBL1169488	1
NC(=O)C1=CC=CC2=CC(C3CCCCC3)=NN12	50316246	1
NC(=O)C1=CC=CC2=CC=C(C3=CC=CC=C3)N=C12	CHEMBL480429, 50255331	0
NC(=O)C1=CC=CC2=CC=CN=C12	CHEMBL502330, 50255266	0
NC(=O)C1=CC=CC2=CN(C3=CC=C(C(=O)N4CCCNCC4)C=C3)N=C12	CHEMBL596143, 50306203	1
NC(=O)C1=CC=CC2=CN(C3=CC=C(C(=O)NC4=CC=NC=C4)C=C3)N=C12	CHEMBL596142, 50306204	1
NC(=O)C1=CC=CC2=CN(C3=CC=C(C(=O)NCC4=CC=NC=C4)C=C3)N=C12	CHEMBL595924, 50306205	1
NC(=O)C1=CC=CC2=CN(C3=CC=C(C(=O)NCCN4CCCC4)C=C3)N=C12	CHEMBL593145, 50306208	1
NC(=O)C1=CC=CC2=CN(C3=CC=C(C(=O)NCCN4CCCCC4)C=C3)N=C12	CHEMBL595716, 50306207	1
NC(=O)C1=CC=CC2=CN(C3=CC=C(C(=O)NCCN4CCOCC4)C=C3)N=C12	CHEMBL594141, 50306206	1
NC(=O)C1=CC=CC2=CN(C3=CC=C(C4CCCN4)C=C3)N=C12	CHEMBL1098297, 50316228	1
NC(=O)C1=CC=CC2=CN(C3=CC=C(C4CCCNC4)C=C3)N=C12	CHEMBL1098298, 50084625	1
NC(=O)C1=CC=CC2=CN(C3=CC=C(C4CCNCC4)C=C3)N=C12	CHEMBL1098299, 50316227	1
NC(=O)C1=CC=CC2=CN(C3=CC=C(CN4CCCC4)C=C3)N=C12	CHEMBL1096642, 50316243	1
NC(=O)C1=CC=CC2=CN(C3=CC=C(CN4CCCCC4)C=C3)N=C12	CHEMBL1097627, 50316242	1
NC(=O)C1=CC=CC2=CN(C3=CC=C(CN4CCOCC4)C=C3)N=C12	CHEMBL1094631, 50316241	1
NC(=O)C1=CC=CC2=CN(C3=CC=C(CNC(=O)C4CNC4)C=C3)N=C12	CHEMBL593609, 50306188	1
NC(=O)C1=CC=CC2=CN(C3=CC=C(CNCC(F)F)C=C3)N=C12	CHEMBL1094958, 50316236	1
NC(=O)C1=CC=CC2=CN(C3=CC=C(CNCCF)C=C3)N=C12	CHEMBL1096883, 50316237	1
NC(=O)C1=CC=CC2=CN(C3=CC=C(Cl)C=C3)N=C12	CHEMBL1099295, 50316248	1
NC(=O)C1=CC=CC2=CN(C3=CC=C(NC(=O)C4CNC4)C=C3)N=C12	CHEMBL610491, 50306192	1
NC(=O)C1=CC=CC2=CN(C3=CC=C(NC(=O)CN4CCCC4)C=C3)N=C12	CHEMBL604878, 50306200	1
NC(=O)C1=CC=CC2=CN(C3=CC=C(NC(=O)CN4CCCCC4)C=C3)N=C12	CHEMBL593377, 50306199	1
NC(=O)C1=CC=CC2=CN(C3=CC=C(NC(=O)CN4CCOCC4)C=C3)N=C12	CHEMBL593378, 50306198	1
NC(=O)C1=CC=CC2=CN(C3=CC=C([C@@H]4CCCNC4)C=C3)N=C12	CHEMBL1094636, 50316226	1
NC(=O)C1=CC=CC2=CN(C3=CC=C([C@H]4CCCNC4)C=C3)N=C12	CHEMBL1097260, 50316225	1
NC(=O)C1=CC=CC2=CN(C3=CC=C4CCNCC4=C3)N=C12	CHEMBL1095606, 50316230	1
NC(=O)C1=CC=CC2=CN(C3=CC=C4CNCCC4=C3)N=C12	CHEMBL1098296, 50316229	1
NC(=O)C1=CC=CC2=CN(C3=CC=CC(C(=O)N4CCCNCC4)=C3)N=C12	CHEMBL596144, 50306202	1
NC(=O)C1=CC=CC2=CN(C3=CC=CC(Cl)=C3)N=C12	CHEMBL1094953, 50316249	1
NC(=O)C1=CC=CC2=CN(C3=CC=CC=C3)N=C12	CHEMBL594298, 50306166	1
NC(=O)C1=CC=CC2=CN(C3=CC=CC=C3Cl)N=C12	CHEMBL1094952, 50316250	1
NC(=O)C1=CC=CC2=CN(CC3=CC=CC=C3)N=C12	CHEMBL1094951, 50316251	0
NC(=O)C1=CC=CC2=NC(C3=CC=C(Cl)C=C3)=CN=C12	CHEMBL1767067, 50341859	1
NC(=O)C1=CC=CC2=NC=C(C3=CC=C(C(F)(F)F)C=C3)N=C12	CHEMBL521428, 27722	0
NC(=O)C1=CC=CC2=NC=C(C3=CC=C(Cl)C=C3)N=C12	27720	1
NC(=O)C1=CC=CC2=NC=C(C3=CC=C(N)C=C3)N=C12	CHEMBL443077, 27724	1
NC(=O)C1=CC=CC2=NC=C(C3=CC=CC=C3)N=C12	27719	0
NC(=O)C1=CC=CC2=NN(C3=CC=CC=C3)N=C12	CHEMBL1096560, 50316247	1
NC(=O)C1=CC=CC=C1	CHEMBL267373, 50106187	0
NC(=O)C1=CC=CC=C1OCC(=O)N1CC(=O)NC2=CC(C(F)(F)F)=CC=C21	CHEMBL3105431, 50445829	0
NC(=O)C1=CC=CC=C1OCC(=O)N1CCC2=CC=CC=C2C1	CHEMBL1544030, 50445853	1
NC(=O)C1=CC=CC=C1OCC1=CC=C(F)C(C(=O)N2CCN(C(=O)C3CCCC3)CC2)=C1	CHEMBL480528, 27666	1
NC(=O)C1=CC=CC=C1OCC1=CC=C(F)C(C(=O)N2CCNCC2)=C1	CHEMBL455549, 27664	1
NC(=O)C1=CC=CC=C1OCC1=CC=CC(C(=O)N2CCN(C(=O)C3CCCC3)CC2)=C1	CHEMBL480900, 27665	0
NC(=O)C1=CC=CC=C1OCC1=CC=CC(C(=O)N2CCNCC2)=C1	CHEMBL480710, 27663	1
NC(=O)C1=CC=CC=C1OCCC1=CC=C(F)C(C(=O)N2CCN(C(=O)C3CCCC3)CC2)=C1	CHEMBL482059, 27672	0
NC(=O)C1=CC=CC=C1OCCC1=CC=CC(C(=O)N2CCN(C(=O)C3CCCC3)CC2)=C1	CHEMBL481867, 27671	0
NC(=O)C1=CC=CC=C1OCCC1=CC=CC(C(=O)N2CCNCC2)=C1	CHEMBL480715, 27669	0
NC(=O)C1=CC=CN2N=C(C3=CC=CC=C3)N=C12	CHEMBL1094313, 50316245	0
NC(=O)C1=CC=CN=C1	CHEMBL1140	0
NC(=O)C1=CN=CC2=C1N=C(C1CCCNC1)N2	CHEMBL2347902, 50432332	0
NC(=O)C1=CN=CC2=C1N=C(C1CCN(C(=O)C3=CC(CC4=NNC(=O)C5=CC=CC=C45)=CC=C3F)CC1)N2	CHEMBL4867855, 50571283	1
NC(=O)C1=CN=CC2=C1N=C(C1CCNCC1)N2	CHEMBL2347901, 50432333	0
NC(=O)C1=NN(CCCN2C(=O)C(=O)C3=CC=CC=C32)C2=CC=CC=C12	50020616, CHEMBL3290466	0
NC(=O)C1CCCN(C(=O)C2=CC(CC3=NNC(=O)C4=C3CCCC4)=CC=C2F)C1	CHEMBL3943233, 213929	1
NC(=O)C1CCCN(C(=O)C2=CC(CC3=NNC(=O)C4=C3NCCC4)=CC=C2F)C1	CHEMBL3944092, 214426	1
NC(=O)C1CCCN(C(=O)C2=CC=CC(CC3=NNC(=O)C4=C3CCCC4)=C2)C1	CHEMBL3952324, 213928	1
NC(=O)C1CCN(C(=O)C2=CC(CC3=NNC(=O)C4=C3CCCC4)=CC=C2F)CC1	CHEMBL3914571, 213933	1
NC(=O)C1CCN(C(=O)C2=CC(CC3=NNC(=O)C4=C3NCCC4)=CC=C2F)CC1	CHEMBL3977581, 214440	1
NC(=O)C1CCN(C(=O)C2=CC=CC(CC3=NNC(=O)C4=C3CCCC4)=C2)CC1	CHEMBL3957216, 213932	1
NC(=O)C1CCN(C(=O)CCC2=NC(=O)C3=CC=CC=C3N2)CC1	CHEMBL1508664, 50445849	0
NC(=O)N1C=CC2=CC=C(C3=CC=C(C(=O)N4CCCCC4)C=C3)N=C21	CHEMBL3105884, 50445958	0
NC(=O)N1C=CC2=CC=C(C3=CC=C(CN4CCCC4)C=C3)N=C21	CHEMBL3105888, 50445967	0
NC(=O)N1C=CC2=CC=C(C3=CC=C(CN4CCCCC4)C=C3)N=C21	CHEMBL3105886, 50445952	1
NC(=O)N1C=CC2=CC=C(C3=CC=C(CN4CCOCC4)C=C3)N=C21	CHEMBL3105885, 50445960	0
NC(=O)N1C=CC2=CC=C(C3=CC=C(F)C(C(=O)N4CCN(C(=O)C5CC5)CC4)=C3)N=C21	CHEMBL3105882, 50445962	0
NC(=O)N1C=CC2=CC=C(C3=CC=C(F)C=C3)N=C21	CHEMBL3105879, 50445968	0
NC(=O)N1C=CC2=CC=C(C3=CC=CC=C3)N=C21	CHEMBL3105876, 50445969	0
NC(=O)N1C=CC2=CC=C(C3=CC=CC=C3F)N=C21	CHEMBL3105881, 50445957	0
NC(=O)N1C=CC2=CC=C(C3=CC=CN3)N=C21	CHEMBL3105883, 50445963	0
NC(=O)N1C=CC2=CC=C(N3CCCC3)N=C21	CHEMBL3105890, 50445970	0
NC(=O)N1C=CC2=CC=C(N3CCCCC3)N=C21	CHEMBL3105892, 50445956	0
NC(=O)N1C=CC2=CC=CN=C21	50445959, CHEMBL3105875	0
NC(=O)[C@@H]1CCCN1C(=O)CCC(=O)C1=CC=C2NC3=C4CCCC4=C4C(=O)NC(=O)C4=C3C2=C1	50360944, CHEMBL1935275	1
NC(=O)[C@H](CC1=CC=CC=C1)NC(=O)CCC1=NC(=O)C2=CC=CC=C2N1	CHEMBL3092522, 50444028	0
NC(=S)C1=C(C2=CC=C(F)C=C2)N2CCNC(=O)C3=C2C1=CC=C3	CHEMBL362301, 50154757	0
NC(CCCC1=NC(C2=CC=C3NC4=C5CCCC5=C5C(=O)NC(=O)C5=C4C3=C2)=CS1)C(=O)O	CHEMBL246565, 50197605	1
NC1(C(=O)N2CC3=NC4=CC(F)=CC5=C4C3=C(C2)NNC5=O)CC1	CHEMBL4748572, 50549405	1
NC1=CC(C(F)(F)F)=C(C2=CC(N3CCN(C(=O)C4=CC(CC5=NNC(=O)C6=CC=CC=C56)=CC=C4F)CC3)=NC(N3CCOCC3)=N2)C=N1	CHEMBL4465869, 50520038	1
NC1=CC(C(F)(F)F)=C(C2=NC(N3CCOCC3)=NC(N3CCN(C(=O)C4=CC(CC5=NNC(=O)C6=CC=CC=C56)=CC=C4F)CC3)=N2)C=N1	CHEMBL4541731, 50520034	1
NC1=CC(C(F)(F)F)=C(C2=NC3=C(CCN(C(=O)C4=CC(CC5=NNC(=O)C6=CC=CC=C56)=CC=C4F)C3)C(N3CCOCC3)=N2)C=N1	CHEMBL4470724, 50520037	1
NC1=CC(C2=NC(N3CCOCC3)=NC(N3CCN(C(=O)C4=CC(CC5=NNC(=O)C6=CC=CC=C56)=CC=C4F)CC3)=N2)=CC=C1F	CHEMBL4436366, 50520030	1
NC1=CC(CC2=C3NC=CC=C3C(=O)N=N2)=CC=C1F	CHEMBL3973010, 214392	0
NC1=CC(CC2=NNC(=O)C3=C2CCCC3)=CC=C1Cl	214215, CHEMBL3919967	0
NC1=CC(CC2=NNC(=O)C3=C2CCCC3)=CC=C1F	213941, CHEMBL3983279	1
NC1=CC(CC2=NNC(=O)C3=C2CCCC3)=CC=C1O	214217, CHEMBL3925419	0
NC1=CC(CC2=NNC(=O)C3=C2NCCC3)=CC=C1F	50387917, CHEMBL2058678	0
NC1=CC(F)=CC2=C1C=C(CCCN1CCN(C3=CC=C(F)C=C3)CC1)NC2=O	CHEMBL4781887, 50548672	1
NC1=CC(F)=CC=C1NC(=O)C1CCN(C(=O)C2=CC(CC3=NNC(=O)C4=CC=CC=C34)=CC=C2F)CC1	CHEMBL4637848, 50545152	1
NC1=CC2=C(C=C1N)C1=CC=CC=C1C(=O)N2	50101115, CHEMBL45764	0
NC1=CC=C(C2=NC(=O)C3=CC=CC(O)=C3N2)C=C1	CHEMBL126167, 50188473	0
NC1=CC=C(C2=NC(=O)C3=CC=CC=C3N2)C=C1	CHEMBL3827921, 50188593	0
